,Drug Type,Sex,with/without?,Opioid Type,Deaths,Death Rate,Year,Population Type
1480,Prescription opioids,Female,overall,overall,241.0,1.1,2013,"Young Adults, 15-24 Years"
1481,Prescription opioids,Male,overall,overall,747.0,3.3,2013,"Young Adults, 15-24 Years"
1482,Prescription opioids,Female,with,synthetic,19.0,,2013,"Young Adults, 15-24 Years"
1483,Prescription opioids,Male,with,synthetic,43.0,0.2,2013,"Young Adults, 15-24 Years"
1484,Synthetic opioids,Female,overall,overall,68.0,0.3,2013,"Young Adults, 15-24 Years"
1485,Synthetic opioids,Male,overall,overall,169.0,0.8,2013,"Young Adults, 15-24 Years"
1486,Heroin,Female,overall,overall,322.0,1.5,2013,"Young Adults, 15-24 Years"
1487,Heroin,Male,overall,overall,941.0,4.2,2013,"Young Adults, 15-24 Years"
1488,Heroin,Female,with,synthetic,7.0,,2013,"Young Adults, 15-24 Years"
1489,Heroin,Male,with,synthetic,13.0,,2013,"Young Adults, 15-24 Years"
1490,Stimulants,Female,overall,overall,166.0,0.8,2013,"Young Adults, 15-24 Years"
1491,Stimulants,Male,overall,overall,383.0,1.7,2013,"Young Adults, 15-24 Years"
1492,Stimulants,Female,with,any,104.0,0.5,2013,"Young Adults, 15-24 Years"
1493,Stimulants,Male,with,any,245.0,1.1,2013,"Young Adults, 15-24 Years"
1494,Stimulants,Female,with,synthetic,,,2013,"Young Adults, 15-24 Years"
1495,Stimulants,Male,with,synthetic,46.0,0.2,2013,"Young Adults, 15-24 Years"
1496,Cocaine,Female,overall,overall,78.0,0.4,2013,"Young Adults, 15-24 Years"
1497,Cocaine,Male,overall,overall,195.0,0.9,2013,"Young Adults, 15-24 Years"
1498,Cocaine,Female,with,any,64.0,0.3,2013,"Young Adults, 15-24 Years"
1499,Cocaine,Male,with,any,158.0,0.7,2013,"Young Adults, 15-24 Years"
1500,Cocaine,Female,with,synthetic,,,2013,"Young Adults, 15-24 Years"
1501,Cocaine,Male,with,synthetic,,,2013,"Young Adults, 15-24 Years"
1502,Psychostimulants,Female,overall,overall,100.0,0.5,2013,"Young Adults, 15-24 Years"
1503,Psychostimulants,Male,overall,overall,203.0,0.9,2013,"Young Adults, 15-24 Years"
1504,Psychostimulants,Female,with,any,48.0,0.2,2013,"Young Adults, 15-24 Years"
1505,Psychostimulants,Male,with,any,100.0,0.4,2013,"Young Adults, 15-24 Years"
1506,Psychostimulants,Female,with,synthetic,,,2013,"Young Adults, 15-24 Years"
1507,Psychostimulants,Male,with,synthetic,,,2013,"Young Adults, 15-24 Years"
1508,Benzodiazepines,Female,overall,overall,133.0,0.6,2013,"Young Adults, 15-24 Years"
1509,Benzodiazepines,Male,overall,overall,374.0,1.7,2013,"Young Adults, 15-24 Years"
1510,Benzodiazepines,Female,with,any,117.0,0.5,2013,"Young Adults, 15-24 Years"
1511,Benzodiazepines,Male,with,any,335.0,1.5,2013,"Young Adults, 15-24 Years"
1512,Benzodiazepines,Female,with,synthetic,,,2013,"Young Adults, 15-24 Years"
1513,Benzodiazepines,Male,with,synthetic,39.0,0.2,2013,"Young Adults, 15-24 Years"
1514,Antidepressants,Female,overall,overall,75.0,0.3,2013,"Young Adults, 15-24 Years"
1515,Antidepressants,Male,overall,overall,98.0,0.4,2013,"Young Adults, 15-24 Years"
1516,Antidepressants,Female,with,any,40.0,0.2,2013,"Young Adults, 15-24 Years"
1517,Antidepressants,Male,with,any,61.0,0.3,2013,"Young Adults, 15-24 Years"
1518,Antidepressants,Female,with,synthetic,,,2013,"Young Adults, 15-24 Years"
1519,Antidepressants,Male,with,synthetic,,,2013,"Young Adults, 15-24 Years"
1520,Prescription opioids,Female,overall,overall,252.0,1.2,2014,"Young Adults, 15-24 Years"
1521,Prescription opioids,Male,overall,overall,679.0,3.0,2014,"Young Adults, 15-24 Years"
1522,Prescription opioids,Female,with,synthetic,27.0,0.1,2014,"Young Adults, 15-24 Years"
1523,Prescription opioids,Male,with,synthetic,54.0,0.2,2014,"Young Adults, 15-24 Years"
1524,Synthetic opioids,Female,overall,overall,138.0,0.6,2014,"Young Adults, 15-24 Years"
1525,Synthetic opioids,Male,overall,overall,376.0,1.7,2014,"Young Adults, 15-24 Years"
1526,Heroin,Female,overall,overall,373.0,1.7,2014,"Young Adults, 15-24 Years"
1527,Heroin,Male,overall,overall,1079.0,4.8,2014,"Young Adults, 15-24 Years"
1528,Heroin,Female,with,synthetic,42.0,0.2,2014,"Young Adults, 15-24 Years"
1529,Heroin,Male,with,synthetic,89.0,0.4,2014,"Young Adults, 15-24 Years"
1530,Stimulants,Female,overall,overall,178.0,0.8,2014,"Young Adults, 15-24 Years"
1531,Stimulants,Male,overall,overall,457.0,2.0,2014,"Young Adults, 15-24 Years"
1532,Stimulants,Female,with,any,120.0,0.6,2014,"Young Adults, 15-24 Years"
1533,Stimulants,Male,with,any,337.0,1.5,2014,"Young Adults, 15-24 Years"
1534,Stimulants,Female,with,synthetic,19.0,,2014,"Young Adults, 15-24 Years"
1535,Stimulants,Male,with,synthetic,106.0,0.5,2014,"Young Adults, 15-24 Years"
1536,Cocaine,Female,overall,overall,84.0,0.4,2014,"Young Adults, 15-24 Years"
1537,Cocaine,Male,overall,overall,250.0,1.1,2014,"Young Adults, 15-24 Years"
1538,Cocaine,Female,with,any,69.0,0.3,2014,"Young Adults, 15-24 Years"
1539,Cocaine,Male,with,any,211.0,0.9,2014,"Young Adults, 15-24 Years"
1540,Cocaine,Female,with,synthetic,,,2014,"Young Adults, 15-24 Years"
1541,Cocaine,Male,with,synthetic,32.0,0.1,2014,"Young Adults, 15-24 Years"
1542,Psychostimulants,Female,overall,overall,103.0,0.5,2014,"Young Adults, 15-24 Years"
1543,Psychostimulants,Male,overall,overall,237.0,1.1,2014,"Young Adults, 15-24 Years"
1544,Psychostimulants,Female,with,any,57.0,0.3,2014,"Young Adults, 15-24 Years"
1545,Psychostimulants,Male,with,any,147.0,0.7,2014,"Young Adults, 15-24 Years"
1546,Psychostimulants,Female,with,synthetic,,,2014,"Young Adults, 15-24 Years"
1547,Psychostimulants,Male,with,synthetic,,,2014,"Young Adults, 15-24 Years"
1548,Benzodiazepines,Female,overall,overall,167.0,0.8,2014,"Young Adults, 15-24 Years"
1549,Benzodiazepines,Male,overall,overall,405.0,1.8,2014,"Young Adults, 15-24 Years"
1550,Benzodiazepines,Female,with,any,147.0,0.7,2014,"Young Adults, 15-24 Years"
1551,Benzodiazepines,Male,with,any,367.0,1.6,2014,"Young Adults, 15-24 Years"
1552,Benzodiazepines,Female,with,synthetic,25.0,0.1,2014,"Young Adults, 15-24 Years"
1553,Benzodiazepines,Male,with,synthetic,64.0,0.3,2014,"Young Adults, 15-24 Years"
1554,Antidepressants,Female,overall,overall,98.0,0.5,2014,"Young Adults, 15-24 Years"
1555,Antidepressants,Male,overall,overall,108.0,0.5,2014,"Young Adults, 15-24 Years"
1556,Antidepressants,Female,with,any,49.0,0.2,2014,"Young Adults, 15-24 Years"
1557,Antidepressants,Male,with,any,72.0,0.3,2014,"Young Adults, 15-24 Years"
1558,Antidepressants,Female,with,synthetic,,,2014,"Young Adults, 15-24 Years"
1559,Antidepressants,Male,with,synthetic,,,2014,"Young Adults, 15-24 Years"
1560,Prescription opioids,Female,overall,overall,267.0,1.2,2015,"Young Adults, 15-24 Years"
1561,Prescription opioids,Male,overall,overall,619.0,2.8,2015,"Young Adults, 15-24 Years"
1562,Prescription opioids,Female,with,synthetic,58.0,0.3,2015,"Young Adults, 15-24 Years"
1563,Prescription opioids,Male,with,synthetic,113.0,0.5,2015,"Young Adults, 15-24 Years"
1564,Synthetic opioids,Female,overall,overall,281.0,1.3,2015,"Young Adults, 15-24 Years"
1565,Synthetic opioids,Male,overall,overall,718.0,3.2,2015,"Young Adults, 15-24 Years"
1566,Heroin,Female,overall,overall,477.0,2.2,2015,"Young Adults, 15-24 Years"
1567,Heroin,Male,overall,overall,1172.0,5.2,2015,"Young Adults, 15-24 Years"
1568,Heroin,Female,with,synthetic,96.0,0.4,2015,"Young Adults, 15-24 Years"
1569,Heroin,Male,with,synthetic,209.0,0.9,2015,"Young Adults, 15-24 Years"
1570,Stimulants,Female,overall,overall,281.0,1.3,2015,"Young Adults, 15-24 Years"
1571,Stimulants,Male,overall,overall,545.0,2.4,2015,"Young Adults, 15-24 Years"
1572,Stimulants,Female,with,any,198.0,0.9,2015,"Young Adults, 15-24 Years"
1573,Stimulants,Male,with,any,391.0,1.7,2015,"Young Adults, 15-24 Years"
1574,Stimulants,Female,with,synthetic,52.0,0.2,2015,"Young Adults, 15-24 Years"
1575,Stimulants,Male,with,synthetic,303.0,1.4,2015,"Young Adults, 15-24 Years"
1576,Cocaine,Female,overall,overall,139.0,0.7,2015,"Young Adults, 15-24 Years"
1577,Cocaine,Male,overall,overall,303.0,1.3,2015,"Young Adults, 15-24 Years"
1578,Cocaine,Female,with,any,122.0,0.6,2015,"Young Adults, 15-24 Years"
1579,Cocaine,Male,with,any,263.0,1.2,2015,"Young Adults, 15-24 Years"
1580,Cocaine,Female,with,synthetic,40.0,0.2,2015,"Young Adults, 15-24 Years"
1581,Cocaine,Male,with,synthetic,81.0,0.4,2015,"Young Adults, 15-24 Years"
1582,Psychostimulants,Female,overall,overall,157.0,0.7,2015,"Young Adults, 15-24 Years"
1583,Psychostimulants,Male,overall,overall,259.0,1.2,2015,"Young Adults, 15-24 Years"
1584,Psychostimulants,Female,with,any,85.0,0.4,2015,"Young Adults, 15-24 Years"
1585,Psychostimulants,Male,with,any,142.0,0.6,2015,"Young Adults, 15-24 Years"
1586,Psychostimulants,Female,with,synthetic,,,2015,"Young Adults, 15-24 Years"
1587,Psychostimulants,Male,with,synthetic,30.0,0.1,2015,"Young Adults, 15-24 Years"
1588,Benzodiazepines,Female,overall,overall,189.0,0.9,2015,"Young Adults, 15-24 Years"
1589,Benzodiazepines,Male,overall,overall,476.0,2.1,2015,"Young Adults, 15-24 Years"
1590,Benzodiazepines,Female,with,any,164.0,0.8,2015,"Young Adults, 15-24 Years"
1591,Benzodiazepines,Male,with,any,438.0,1.9,2015,"Young Adults, 15-24 Years"
1592,Benzodiazepines,Female,with,synthetic,43.0,0.2,2015,"Young Adults, 15-24 Years"
1593,Benzodiazepines,Male,with,synthetic,109.0,0.5,2015,"Young Adults, 15-24 Years"
1594,Antidepressants,Female,overall,overall,105.0,0.5,2015,"Young Adults, 15-24 Years"
1595,Antidepressants,Male,overall,overall,98.0,0.4,2015,"Young Adults, 15-24 Years"
1596,Antidepressants,Female,with,any,49.0,0.2,2015,"Young Adults, 15-24 Years"
1597,Antidepressants,Male,with,any,55.0,0.2,2015,"Young Adults, 15-24 Years"
1598,Antidepressants,Female,with,synthetic,21.0,0.1,2015,"Young Adults, 15-24 Years"
1599,Antidepressants,Male,with,synthetic,,,2015,"Young Adults, 15-24 Years"
1600,Prescription opioids,Female,overall,overall,294.0,1.4,2016,"Young Adults, 15-24 Years"
1601,Prescription opioids,Male,overall,overall,852.0,3.8,2016,"Young Adults, 15-24 Years"
1602,Prescription opioids,Female,with,synthetic,88.0,0.4,2016,"Young Adults, 15-24 Years"
1603,Prescription opioids,Male,with,synthetic,201.0,0.9,2016,"Young Adults, 15-24 Years"
1604,Synthetic opioids,Female,overall,overall,524.0,2.5,2016,"Young Adults, 15-24 Years"
1605,Synthetic opioids,Male,overall,overall,1434.0,6.4,2016,"Young Adults, 15-24 Years"
1606,Heroin,Female,overall,overall,453.0,2.1,2016,"Young Adults, 15-24 Years"
1607,Heroin,Male,overall,overall,1275.0,5.7,2016,"Young Adults, 15-24 Years"
1608,Heroin,Female,with,synthetic,160.0,0.8,2016,"Young Adults, 15-24 Years"
1609,Heroin,Male,with,synthetic,375.0,1.7,2016,"Young Adults, 15-24 Years"
1610,Stimulants,Female,overall,overall,375.0,1.8,2016,"Young Adults, 15-24 Years"
1611,Stimulants,Male,overall,overall,900.0,4.0,2016,"Young Adults, 15-24 Years"
1612,Stimulants,Female,with,any,265.0,1.2,2016,"Young Adults, 15-24 Years"
1613,Stimulants,Male,with,any,671.0,3.0,2016,"Young Adults, 15-24 Years"
1614,Stimulants,Female,with,synthetic,135.0,0.6,2016,"Young Adults, 15-24 Years"
1615,Stimulants,Male,with,synthetic,512.0,2.3,2016,"Young Adults, 15-24 Years"
1616,Cocaine,Female,overall,overall,204.0,1.0,2016,"Young Adults, 15-24 Years"
1617,Cocaine,Male,overall,overall,553.0,2.5,2016,"Young Adults, 15-24 Years"
1618,Cocaine,Female,with,any,171.0,0.8,2016,"Young Adults, 15-24 Years"
1619,Cocaine,Male,with,any,470.0,2.1,2016,"Young Adults, 15-24 Years"
1620,Cocaine,Female,with,synthetic,114.0,0.5,2016,"Young Adults, 15-24 Years"
1621,Cocaine,Male,with,synthetic,240.0,1.1,2016,"Young Adults, 15-24 Years"
1622,Psychostimulants,Female,overall,overall,183.0,0.9,2016,"Young Adults, 15-24 Years"
1623,Psychostimulants,Male,overall,overall,388.0,1.7,2016,"Young Adults, 15-24 Years"
1624,Psychostimulants,Female,with,any,98.0,0.5,2016,"Young Adults, 15-24 Years"
1625,Psychostimulants,Male,with,any,236.0,1.1,2016,"Young Adults, 15-24 Years"
1626,Psychostimulants,Female,with,synthetic,23.0,0.1,2016,"Young Adults, 15-24 Years"
1627,Psychostimulants,Male,with,synthetic,74.0,0.3,2016,"Young Adults, 15-24 Years"
1628,Benzodiazepines,Female,overall,overall,247.0,1.2,2016,"Young Adults, 15-24 Years"
1629,Benzodiazepines,Male,overall,overall,799.0,3.6,2016,"Young Adults, 15-24 Years"
1630,Benzodiazepines,Female,with,any,217.0,1.0,2016,"Young Adults, 15-24 Years"
1631,Benzodiazepines,Male,with,any,714.0,3.2,2016,"Young Adults, 15-24 Years"
1632,Benzodiazepines,Female,with,synthetic,92.0,0.4,2016,"Young Adults, 15-24 Years"
1633,Benzodiazepines,Male,with,synthetic,285.0,1.3,2016,"Young Adults, 15-24 Years"
1634,Antidepressants,Female,overall,overall,94.0,0.4,2016,"Young Adults, 15-24 Years"
1635,Antidepressants,Male,overall,overall,106.0,0.5,2016,"Young Adults, 15-24 Years"
1636,Antidepressants,Female,with,any,40.0,0.2,2016,"Young Adults, 15-24 Years"
1637,Antidepressants,Male,with,any,62.0,0.3,2016,"Young Adults, 15-24 Years"
1638,Antidepressants,Female,with,synthetic,,,2016,"Young Adults, 15-24 Years"
1639,Antidepressants,Male,with,synthetic,20.0,0.1,2016,"Young Adults, 15-24 Years"
1640,Prescription opioids,Female,overall,overall,322.0,1.5,2017,"Young Adults, 15-24 Years"
1641,Prescription opioids,Male,overall,overall,728.0,3.3,2017,"Young Adults, 15-24 Years"
1642,Prescription opioids,Female,with,synthetic,122.0,0.6,2017,"Young Adults, 15-24 Years"
1643,Prescription opioids,Male,with,synthetic,242.0,1.1,2017,"Young Adults, 15-24 Years"
1644,Synthetic opioids,Female,overall,overall,778.0,3.7,2017,"Young Adults, 15-24 Years"
1645,Synthetic opioids,Male,overall,overall,1877.0,8.5,2017,"Young Adults, 15-24 Years"
1646,Heroin,Female,overall,overall,423.0,2.0,2017,"Young Adults, 15-24 Years"
1647,Heroin,Male,overall,overall,1031.0,4.7,2017,"Young Adults, 15-24 Years"
1648,Heroin,Female,with,synthetic,199.0,0.9,2017,"Young Adults, 15-24 Years"
1649,Heroin,Male,with,synthetic,502.0,2.3,2017,"Young Adults, 15-24 Years"
1650,Stimulants,Female,overall,overall,529.0,2.5,2017,"Young Adults, 15-24 Years"
1651,Stimulants,Male,overall,overall,1058.0,4.8,2017,"Young Adults, 15-24 Years"
1652,Stimulants,Female,with,any,419.0,2.0,2017,"Young Adults, 15-24 Years"
1653,Stimulants,Male,with,any,789.0,3.6,2017,"Young Adults, 15-24 Years"
1654,Stimulants,Female,with,synthetic,262.0,1.2,2017,"Young Adults, 15-24 Years"
1655,Stimulants,Male,with,synthetic,559.0,2.5,2017,"Young Adults, 15-24 Years"
1656,Cocaine,Female,overall,overall,291.0,1.4,2017,"Young Adults, 15-24 Years"
1657,Cocaine,Male,overall,overall,633.0,2.9,2017,"Young Adults, 15-24 Years"
1658,Cocaine,Female,with,any,259.0,1.2,2017,"Young Adults, 15-24 Years"
1659,Cocaine,Male,with,any,533.0,2.4,2017,"Young Adults, 15-24 Years"
1660,Cocaine,Female,with,synthetic,188.0,0.9,2017,"Young Adults, 15-24 Years"
1661,Cocaine,Male,with,synthetic,376.0,1.7,2017,"Young Adults, 15-24 Years"
1662,Psychostimulants,Female,overall,overall,281.0,1.3,2017,"Young Adults, 15-24 Years"
1663,Psychostimulants,Male,overall,overall,499.0,2.3,2017,"Young Adults, 15-24 Years"
1664,Psychostimulants,Female,with,any,198.0,0.9,2017,"Young Adults, 15-24 Years"
1665,Psychostimulants,Male,with,any,318.0,1.4,2017,"Young Adults, 15-24 Years"
1666,Psychostimulants,Female,with,synthetic,97.0,0.5,2017,"Young Adults, 15-24 Years"
1667,Psychostimulants,Male,with,synthetic,169.0,0.8,2017,"Young Adults, 15-24 Years"
1668,Benzodiazepines,Female,overall,overall,298.0,1.4,2017,"Young Adults, 15-24 Years"
1669,Benzodiazepines,Male,overall,overall,733.0,3.3,2017,"Young Adults, 15-24 Years"
1670,Benzodiazepines,Female,with,any,275.0,1.3,2017,"Young Adults, 15-24 Years"
1671,Benzodiazepines,Male,with,any,667.0,3.0,2017,"Young Adults, 15-24 Years"
1672,Benzodiazepines,Female,with,synthetic,153.0,0.7,2017,"Young Adults, 15-24 Years"
1673,Benzodiazepines,Male,with,synthetic,356.0,1.6,2017,"Young Adults, 15-24 Years"
1674,Antidepressants,Female,overall,overall,111.0,0.5,2017,"Young Adults, 15-24 Years"
1675,Antidepressants,Male,overall,overall,120.0,0.5,2017,"Young Adults, 15-24 Years"
1676,Antidepressants,Female,with,any,51.0,0.2,2017,"Young Adults, 15-24 Years"
1677,Antidepressants,Male,with,any,74.0,0.3,2017,"Young Adults, 15-24 Years"
1678,Antidepressants,Female,with,synthetic,26.0,0.1,2017,"Young Adults, 15-24 Years"
1679,Antidepressants,Male,with,synthetic,45.0,0.2,2017,"Young Adults, 15-24 Years"
1680,Prescription opioids,Female,overall,overall,242.0,1.2,2018,"Young Adults, 15-24 Years"
1681,Prescription opioids,Male,overall,overall,548.0,2.5,2018,"Young Adults, 15-24 Years"
1682,Prescription opioids,Female,with,synthetic,117.0,0.6,2018,"Young Adults, 15-24 Years"
1683,Prescription opioids,Male,with,synthetic,235.0,1.1,2018,"Young Adults, 15-24 Years"
1684,Synthetic opioids,Female,overall,overall,799.0,3.8,2018,"Young Adults, 15-24 Years"
1685,Synthetic opioids,Male,overall,overall,1841.0,8.4,2018,"Young Adults, 15-24 Years"
1686,Heroin,Female,overall,overall,339.0,1.6,2018,"Young Adults, 15-24 Years"
1687,Heroin,Male,overall,overall,821.0,3.7,2018,"Young Adults, 15-24 Years"
1688,Heroin,Female,with,synthetic,178.0,0.8,2018,"Young Adults, 15-24 Years"
1689,Heroin,Male,with,synthetic,445.0,2.0,2018,"Young Adults, 15-24 Years"
1690,Stimulants,Female,overall,overall,517.0,2.5,2018,"Young Adults, 15-24 Years"
1691,Stimulants,Male,overall,overall,980.0,4.5,2018,"Young Adults, 15-24 Years"
1692,Stimulants,Female,with,any,400.0,1.9,2018,"Young Adults, 15-24 Years"
1693,Stimulants,Male,with,any,770.0,3.5,2018,"Young Adults, 15-24 Years"
1694,Stimulants,Female,with,synthetic,284.0,1.4,2018,"Young Adults, 15-24 Years"
1695,Stimulants,Male,with,synthetic,676.0,3.1,2018,"Young Adults, 15-24 Years"
1696,Cocaine,Female,overall,overall,265.0,1.3,2018,"Young Adults, 15-24 Years"
1697,Cocaine,Male,overall,overall,594.0,2.7,2018,"Young Adults, 15-24 Years"
1698,Cocaine,Female,with,any,223.0,1.1,2018,"Young Adults, 15-24 Years"
1699,Cocaine,Male,with,any,528.0,2.4,2018,"Young Adults, 15-24 Years"
1700,Cocaine,Female,with,synthetic,182.0,0.9,2018,"Young Adults, 15-24 Years"
1701,Cocaine,Male,with,synthetic,408.0,1.9,2018,"Young Adults, 15-24 Years"
1702,Psychostimulants,Female,overall,overall,294.0,1.4,2018,"Young Adults, 15-24 Years"
1703,Psychostimulants,Male,overall,overall,455.0,2.1,2018,"Young Adults, 15-24 Years"
1704,Psychostimulants,Female,with,any,215.0,1.0,2018,"Young Adults, 15-24 Years"
1705,Psychostimulants,Male,with,any,298.0,1.4,2018,"Young Adults, 15-24 Years"
1706,Psychostimulants,Female,with,synthetic,128.0,0.6,2018,"Young Adults, 15-24 Years"
1707,Psychostimulants,Male,with,synthetic,191.0,0.9,2018,"Young Adults, 15-24 Years"
1708,Benzodiazepines,Female,overall,overall,263.0,1.3,2018,"Young Adults, 15-24 Years"
1709,Benzodiazepines,Male,overall,overall,636.0,2.9,2018,"Young Adults, 15-24 Years"
1710,Benzodiazepines,Female,with,any,236.0,1.1,2018,"Young Adults, 15-24 Years"
1711,Benzodiazepines,Male,with,any,576.0,2.6,2018,"Young Adults, 15-24 Years"
1712,Benzodiazepines,Female,with,synthetic,162.0,0.8,2018,"Young Adults, 15-24 Years"
1713,Benzodiazepines,Male,with,synthetic,360.0,1.6,2018,"Young Adults, 15-24 Years"
1714,Antidepressants,Female,overall,overall,119.0,0.6,2018,"Young Adults, 15-24 Years"
1715,Antidepressants,Male,overall,overall,118.0,0.5,2018,"Young Adults, 15-24 Years"
1716,Antidepressants,Female,with,any,52.0,0.2,2018,"Young Adults, 15-24 Years"
1717,Antidepressants,Male,with,any,71.0,0.3,2018,"Young Adults, 15-24 Years"
1718,Antidepressants,Female,with,synthetic,34.0,0.2,2018,"Young Adults, 15-24 Years"
1719,Antidepressants,Male,with,synthetic,47.0,0.2,2018,"Young Adults, 15-24 Years"
1720,Prescription opioids,Female,overall,overall,198.0,0.9,2019,"Young Adults, 15-24 Years"
1721,Prescription opioids,Male,overall,overall,474.0,2.2,2019,"Young Adults, 15-24 Years"
1722,Prescription opioids,Female,with,synthetic,100.0,0.5,2019,"Young Adults, 15-24 Years"
1723,Prescription opioids,Male,with,synthetic,232.0,1.1,2019,"Young Adults, 15-24 Years"
1724,Synthetic opioids,Female,overall,overall,865.0,4.1,2019,"Young Adults, 15-24 Years"
1725,Synthetic opioids,Male,overall,overall,2175.0,10.0,2019,"Young Adults, 15-24 Years"
1726,Heroin,Female,overall,overall,280.0,1.3,2019,"Young Adults, 15-24 Years"
1727,Heroin,Male,overall,overall,596.0,2.7,2019,"Young Adults, 15-24 Years"
1728,Heroin,Female,with,synthetic,179.0,0.9,2019,"Young Adults, 15-24 Years"
1729,Heroin,Male,with,synthetic,346.0,1.6,2019,"Young Adults, 15-24 Years"
1730,Stimulants,Female,overall,overall,501.0,2.4,2019,"Young Adults, 15-24 Years"
1731,Stimulants,Male,overall,overall,1108.0,5.1,2019,"Young Adults, 15-24 Years"
1732,Stimulants,Female,with,any,373.0,1.8,2019,"Young Adults, 15-24 Years"
1733,Stimulants,Male,with,any,850.0,3.9,2019,"Young Adults, 15-24 Years"
1734,Stimulants,Female,with,synthetic,295.0,1.4,2019,"Young Adults, 15-24 Years"
1735,Stimulants,Male,with,synthetic,1103.0,5.1,2019,"Young Adults, 15-24 Years"
1736,Cocaine,Female,overall,overall,236.0,1.1,2019,"Young Adults, 15-24 Years"
1737,Cocaine,Male,overall,overall,614.0,2.8,2019,"Young Adults, 15-24 Years"
1738,Cocaine,Female,with,any,203.0,1.0,2019,"Young Adults, 15-24 Years"
1739,Cocaine,Male,with,any,540.0,2.5,2019,"Young Adults, 15-24 Years"
1740,Cocaine,Female,with,synthetic,179.0,0.9,2019,"Young Adults, 15-24 Years"
1741,Cocaine,Male,with,synthetic,467.0,2.1,2019,"Young Adults, 15-24 Years"
1742,Psychostimulants,Female,overall,overall,313.0,1.5,2019,"Young Adults, 15-24 Years"
1743,Psychostimulants,Male,overall,overall,596.0,2.7,2019,"Young Adults, 15-24 Years"
1744,Psychostimulants,Female,with,any,210.0,1.0,2019,"Young Adults, 15-24 Years"
1745,Psychostimulants,Male,with,any,403.0,1.8,2019,"Young Adults, 15-24 Years"
1746,Psychostimulants,Female,with,synthetic,148.0,0.7,2019,"Young Adults, 15-24 Years"
1747,Psychostimulants,Male,with,synthetic,280.0,1.3,2019,"Young Adults, 15-24 Years"
1748,Benzodiazepines,Female,overall,overall,208.0,1.0,2019,"Young Adults, 15-24 Years"
1749,Benzodiazepines,Male,overall,overall,519.0,2.4,2019,"Young Adults, 15-24 Years"
1750,Benzodiazepines,Female,with,any,190.0,0.9,2019,"Young Adults, 15-24 Years"
1751,Benzodiazepines,Male,with,any,472.0,2.2,2019,"Young Adults, 15-24 Years"
1752,Benzodiazepines,Female,with,synthetic,140.0,0.7,2019,"Young Adults, 15-24 Years"
1753,Benzodiazepines,Male,with,synthetic,346.0,1.6,2019,"Young Adults, 15-24 Years"
1754,Antidepressants,Female,overall,overall,127.0,0.6,2019,"Young Adults, 15-24 Years"
1755,Antidepressants,Male,overall,overall,112.0,0.5,2019,"Young Adults, 15-24 Years"
1756,Antidepressants,Female,with,any,55.0,0.3,2019,"Young Adults, 15-24 Years"
1757,Antidepressants,Male,with,any,73.0,0.3,2019,"Young Adults, 15-24 Years"
1758,Antidepressants,Female,with,synthetic,35.0,0.2,2019,"Young Adults, 15-24 Years"
1759,Antidepressants,Male,with,synthetic,51.0,0.2,2019,"Young Adults, 15-24 Years"
1760,Prescription opioids,Female,overall,overall,220.0,1.1,2020,"Young Adults, 15-24 Years"
1761,Prescription opioids,Male,overall,overall,592.0,2.7,2020,"Young Adults, 15-24 Years"
1762,Prescription opioids,Female,with,synthetic,139.0,0.7,2020,"Young Adults, 15-24 Years"
1763,Prescription opioids,Male,with,synthetic,341.0,1.6,2020,"Young Adults, 15-24 Years"
1764,Synthetic opioids,Female,overall,overall,1428.0,6.9,2020,"Young Adults, 15-24 Years"
1765,Synthetic opioids,Male,overall,overall,3965.0,18.2,2020,"Young Adults, 15-24 Years"
1766,Heroin,Female,overall,overall,230.0,1.1,2020,"Young Adults, 15-24 Years"
1767,Heroin,Male,overall,overall,481.0,2.2,2020,"Young Adults, 15-24 Years"
1768,Heroin,Female,with,synthetic,160.0,0.8,2020,"Young Adults, 15-24 Years"
1769,Heroin,Male,with,synthetic,314.0,1.4,2020,"Young Adults, 15-24 Years"
1770,Stimulants,Female,overall,overall,679.0,3.3,2020,"Young Adults, 15-24 Years"
1771,Stimulants,Male,overall,overall,1520.0,7.0,2020,"Young Adults, 15-24 Years"
1772,Stimulants,Female,with,any,568.0,2.7,2020,"Young Adults, 15-24 Years"
1773,Stimulants,Male,with,any,1259.0,5.8,2020,"Young Adults, 15-24 Years"
1774,Stimulants,Female,with,synthetic,496.0,2.4,2020,"Young Adults, 15-24 Years"
1775,Stimulants,Male,with,synthetic,650.0,3.0,2020,"Young Adults, 15-24 Years"
1776,Cocaine,Female,overall,overall,299.0,1.4,2020,"Young Adults, 15-24 Years"
1777,Cocaine,Male,overall,overall,790.0,3.6,2020,"Young Adults, 15-24 Years"
1778,Cocaine,Female,with,any,277.0,1.3,2020,"Young Adults, 15-24 Years"
1779,Cocaine,Male,with,any,711.0,3.3,2020,"Young Adults, 15-24 Years"
1780,Cocaine,Female,with,synthetic,251.0,1.2,2020,"Young Adults, 15-24 Years"
1781,Cocaine,Male,with,synthetic,650.0,3.0,2020,"Young Adults, 15-24 Years"
1782,Psychostimulants,Female,overall,overall,444.0,2.1,2020,"Young Adults, 15-24 Years"
1783,Psychostimulants,Male,overall,overall,872.0,4.0,2020,"Young Adults, 15-24 Years"
1784,Psychostimulants,Female,with,any,351.0,1.7,2020,"Young Adults, 15-24 Years"
